ID,Description,NGenes,Direction,PValue,FDR
WP4666,Hepatitis B infection,12,Down,0.0019460566757429011,0.10275430194542505
WP5345,1p36 copy number variation syndrome,50,Down,0.002601374732795571,0.10275430194542505
WP5083,Neuroinflammation and glutamatergic signaling,17,Down,0.011197580183515772,0.2612900261949675
WP481,Insulin signaling,15,Down,0.013229874744048986,0.2612900261949675
WP411,mRNA processing,25,Up,0.037145190473432475,0.5640456364413733
WP2446,Retinoblastoma gene in cancer,12,Up,0.04283890909681316,0.5640456364413733
WP702,Metapathway biotransformation Phase I and II,15,Down,0.07215156748376401,0.5933648942956924
WP2884,NRF2 pathway,17,Down,0.07825674358878794,0.5933648942956924
WP4321,Thermogenesis,16,Down,0.08548666436245765,0.5933648942956924
WP314,Fas ligand pathway and stress induction of heat shock proteins,10,Down,0.08558937568448502,0.5933648942956924
WP111,Electron transport chain OXPHOS system in mitochondria,17,Up,0.10138815491215232,0.5933648942956924
WP3915,Angiopoietin like protein 8 regulatory pathway,10,Down,0.10911490861950064,0.5933648942956924
WP2882,Nuclear receptors meta pathway,31,Down,0.10949474997058588,0.5933648942956924
WP3932,Focal adhesion PI3K Akt mTOR signaling,32,Down,0.11936736597060928,0.5933648942956924
WP4905,1q21 1 copy number variation syndrome,10,Up,0.13249210635125794,0.5933648942956924
WP5115,Network map of SARS CoV 2 signaling,17,Down,0.13800126237348584,0.5933648942956924
WP4205,MET in type 1 papillary renal cell carcinoma,10,Down,0.147372515533316,0.5933648942956924
WP5546,22q11 2 distal CNV,12,Up,0.1480440305805331,0.5933648942956924
WP4172,PI3K Akt signaling,33,Down,0.14849551299429586,0.5933648942956924
WP35,G protein signaling,10,Down,0.1535761343113726,0.5933648942956924
WP2004,miR targeted genes in lymphocytes,46,Up,0.16497464040295806,0.5933648942956924
WP2880,Glucocorticoid receptor pathway,11,Down,0.16524085663930674,0.5933648942956924
WP5087,Pleural mesothelioma,39,Down,0.1867339852456967,0.6413906449743496
WP5355,Metabolic epileptic disorders,10,Down,0.1984657615977842,0.6532831319260396
WP4630,Measles virus infection,13,Down,0.21951506771776397,0.6665817325168194
WP306,Focal adhesion,21,Down,0.22180385591517437,0.6665817325168194
WP51,Regulation of actin cytoskeleton,18,Down,0.24008681526442446,0.6665817325168194
WP4262,Breast cancer pathway,14,Down,0.2704856858941306,0.6665817325168194
WP4803,Ciliopathies,10,Down,0.2743629037117036,0.6665817325168194
WP437,EGF EGFR signaling,21,Down,0.2757733093244654,0.6665817325168194
WP289,Myometrial relaxation and contraction pathways,15,Down,0.2827198142522831,0.6665817325168194
WP4263,Pancreatic adenocarcinoma pathway,11,Down,0.28908388693089676,0.6665817325168194
WP2877,Vitamin D receptor pathway,12,Up,0.2926932182561893,0.6665817325168194
WP2525,Trans sulfuration one carbon metabolism and related pathways,10,Down,0.2934332588646304,0.6665817325168194
WP4018,Clear cell renal cell carcinoma pathways,13,Down,0.2969567877858845,0.6665817325168194
WP710,DNA damage response only ATM dependent,13,Down,0.3080801871103984,0.6665817325168194
WP3929,Chemokine signaling,16,Down,0.3121965076344597,0.6665817325168194
WP4352,Ciliary landscape,17,Up,0.33195494365796363,0.6901168565520823
WP2003,miR targeted genes in leukocytes,15,Up,0.36802715077083215,0.6921801967655659
WP2059,Alzheimer 39 s disease and miRNA effects,24,Down,0.3706089207112957,0.6921801967655659
WP5124,Alzheimer 39 s disease,24,Down,0.3706089207112957,0.6921801967655659
WP2005,miR targeted genes in muscle cell,39,Up,0.37209977406895123,0.6921801967655659
WP5362,TAR syndrome,15,Up,0.3807626628146584,0.6921801967655659
WP4217,Ebola virus infection in host,10,Down,0.38589866238569215,0.6921801967655659
WP2380,Brain derived neurotrophic factor BDNF signaling,15,Down,0.40225688530384573,0.6921801967655659
WP1984,Integrated breast cancer pathway,14,Down,0.4030416335596966,0.6921801967655659
WP5426,HDAC6 interactions in the central nervous system,10,Down,0.4318976387984952,0.7014585047952667
WP5434,Cancer pathways,54,Down,0.44432900974048994,0.7014585047952667
WP1403,AMP activated protein kinase signaling,10,Down,0.4444357478172489,0.7014585047952667
WP4290,Metabolic reprogramming in colon cancer,10,Down,0.45429521699563113,0.7014585047952667
WP536,Calcium regulation in cardiac cells,16,Up,0.46623717510601814,0.7014585047952667
WP477,Cytoplasmic ribosomal proteins,37,Down,0.46811489419458274,0.7014585047952667
WP5473,Cytokine cytokine receptor interaction,10,Down,0.4705987437234068,0.7014585047952667
WP4963,p53 transcriptional gene network,10,Up,0.48856525021784447,0.7147528660594391
WP138,Androgen receptor signaling,10,Down,0.561100859747711,0.8059448712739847
WP5224,2q37 copy number variation syndrome,10,Up,0.5726472424766865,0.8078416456367543
WP179,Cell cycle,13,Up,0.597967450665728,0.8287619053086406
WP5380,5q35 copy number variation,10,Up,0.6171417561979046,0.8345553443466727
WP4673,Male infertility,10,Down,0.6232755103348568,0.8345553443466727
WP2006,miR targeted genes in squamous cell,14,Up,0.6440828121302349,0.8480423693048093
WP3888,VEGFA VEGFR2 signaling,63,Down,0.6847299951987245,0.8867814691917908
WP3925,Amino acid metabolism,14,Up,0.7272957119549552,0.9267155039426043
WP4239,Epithelial to mesenchymal transition in colorectal cancer,11,Down,0.7844565977431338,0.9585091577685005
WP4223,Ras signaling,22,Down,0.7966810595115864,0.9585091577685005
WP5316,Primary ovarian insufficiency,14,Down,0.8228999919933717,0.9585091577685005
WP4874,CAMKK2 pathway,10,Down,0.8253728831687406,0.9585091577685005
WP4396,Nonalcoholic fatty liver disease,24,Down,0.8309030330116928,0.9585091577685005
WP455,GPCRs class A rhodopsin like,11,Down,0.8506429132392067,0.9585091577685005
WP2853,Endoderm differentiation,14,Down,0.8559500579622077,0.9585091577685005
WP706,Sudden infant death syndrome SIDS susceptibility pathways,14,Up,0.8673430256924735,0.9585091577685005
WP2857,Mesodermal commitment pathway,11,Down,0.8699217230023107,0.9585091577685005
WP3391,Senescence associated secretory phenotype SASP,12,Down,0.8735779665738233,0.9585091577685005
WP3594,Circadian rhythm genes,22,Down,0.895049683623928,0.9682940011188192
WP382,MAPK signaling,20,Up,0.9153527682268845,0.9682940011188192
WP5420,ADHD and autism ASD pathways,28,Up,0.9365711618843029,0.9682940011188192
WP5090,Complement system in neuronal development and plasticity,13,Up,0.9517715480983153,0.9682940011188192
WP615,Senescence and autophagy in cancer,10,Up,0.960026287297843,0.9682940011188192
WP2431,Spinal cord injury,10,Up,0.9631702369965938,0.9682940011188192
WP4658,Small cell lung cancer,13,Down,0.9682940011188192,0.9682940011188192
